id_film,titre_film,duree,genres_liste,date_sortie,utilisateur_note,nbre_utilisateur_note
['9178978'],Eclipsed,63 min,"Drama, Fantasy, Sci-Fi            ",(2018),,
['9174108'],60 Days of Summer,94 min,Drama            ,(2018),6.5,29
['5490896'],Enterrados,102 min,Drama            ,(2018),5.4,53
['8599324'],Police Junior,143 min,"Action, Thriller            ",(2018),6.6,8
['6098500'],The Manhattan Front,85 min,"Drama, History, War            ",(2018),5.6,6
['12362168'],Pickled Movies,,,(2018),,
['9025040'],Norah,,"Fantasy, Romance            ",(2018),6.1,15
['13445980'],Stupid Lovers,,Romance            ,(2018),,
['4741540'],Run Kai Run,45 min,"Drama, Sport            ",(2018),,
['7673882'],"Ten, kdo te miloval",88 min,"Comedy, Crime, Fantasy            ",(2018),3.4,59
['7235958'],Kaathadi,119 min,Drama            ,(2018),6.4,46
['11011650'],Ghoonghat Mein Ghotala,156 min,Drama            ,(2018),,
['7175988'],Desperate Ladies Act Desperately (2018),82 min,Comedy            ,(2018),2.8,106
['9025112'],Domingo,94 min,"Comedy, Drama            ",(2018),5.7,184
['7948810'],Rebecca's Grave,90 min,Horror            ,(2018),4.7,8
['9121194'],Red Call,85 min,Drama            ,(2018),8.4,15
['7290716'],Sea Opening,117 min,Drama            ,(2018),,
['8490658'],Email Female,,Drama            ,(2018),,
['6861078'],Musk,108 min,Drama            ,(2018),6.7,12
['5420406'],Grace and Gravity,80 min,Drama            ,(2018),6.2,75
['8875872'],Avengers: Reassembled,52 min,Sci-Fi            ,(2018),7.0,12
['8913848'],Staycation,,"Comedy, Drama            ",(III) (2018),,
['9140104'],Daydream Nation,,Music            ,(2018),,
['8933672'],Pathibeku.com,,Drama            ,(2018),8.4,5
['9586212'],Cigüeñas,85 min,Drama            ,(2018),5.8,11
['11011540'],Hot Bread (Issiq Non),87 min,Drama            ,(2018),6.1,15
['8853032'],Nadodi Kanavu,123 min,Action            ,(2018),,
['6996644'],Everything Outside,86 min,Drama            ,(2018),6.9,14
['7762616'],Yet to Rule,93 min,Drama            ,(2018),5.2,100
['6478512'],Hastrman,98 min,"Drama, Fantasy, Mystery            ",(2018),6.1,236
['8357334'],Bagcik,92 min,Drama            ,(2018),4.9,32
['5807544'],Rainbow Fields,90 min,Drama            ,(2018),7.0,12
['11137840'],Billiard Girl,,Drama            ,(2018),8.1,13
['20724306'],Hop Step Jump!,70 min,"Comedy, Romance            ",(2018),,
['8530898'],Father and Hero,102 min,"Crime, Drama            ",(2018),5.9,8
['8365042'],Raja loves radhe,,Romance            ,(2018),,
['9390058'],Erken Kisher,100 min,Drama            ,(2018),6.2,32
['8396250'],Aadi Purana,139 min,Drama            ,(2018),7.1,32
['8590114'],ultravoKal,94 min,"Drama, Western            ",(2018),6.4,9
['7971388'],Damaru Ko Dandibiyo,138 min,"Drama, Sport            ",(2018),8.4,52
['10468082'],Qi hao gong guan,,,(2018),,
['4847246'],Just Between Us,106 min,"Adventure, Comedy, Drama            ", (2018),6.6,104
['8779064'],Chuskit,89 min,Family            ,(2018),8.2,45
['13716638'],Dalapathi,153 min,Action            ,(2018),6.6,6
['10078900'],Freej Al Taibeen,100 min,"Comedy, Sport            ",(2018),5.9,10
['10214666'],Little Mermaid,,"Adventure, Comedy, Family            ",(2018),,
['2035623'],Sistem,100 min,Comedy            ,(2018),3.2,9
['9220746'],LAW,129 min,Thriller            ,(2018),4.9,27
['7160284'],Paranoia Tapes 2: Press Play,99 min,Horror            ,(2018),4.6,26
['8943660'],Khennas,,"Horror, Mystery, Thriller            ",(2018),6.8,5
['9110264'],Randuper (Two Persons),110 min,Crime            ,(2018),5.3,37
['9204152'],Masla a papanok,85 min,"Drama, Fantasy, History            ",(2018),,
['7493808'],Tsuma yo bara no yô ni: Kazoku wa tsuraiyo III,123 min,"Comedy, Drama            ",(2018),6.9,432
['9643092'],Gold Carrier,86 min,Drama            ,(2018),5.1,165
['9068900'],Finding Me,90 min,Drama            , (2018),,
['10508622'],Dugun Dernek 3,,Comedy            ,(2018),5.2,12
['7234842'],Gasper,,"Drama, Thriller            ",(2018),,
['8516398'],Misfits of the Profane,100 min,Drama            ,(2018),7.7,9
['7103448'],Douche,74 min,Comedy            ,(2018),5.8,18
['6759506'],King Lear,147 min,"Action, Adventure, Drama            ",(2018),5.5,12
['8671138'],Theetta Rappai,122 min,Drama            ,(2018),5.0,25
['7241608'],Gunn,110 min,Drama            ,(2018),7.7,32
['9322350'],Tu Tithe Asave,132 min,"Drama, Romance            ",(2018),4.9,25
['8070536'],Dirt Merchants: Rebelistic,95 min,Drama            ,(2018),,
['8901666'],God's Eye,,Drama            ,(2018),,
['6594070'],The October Flowers,74 min,"Mystery, Romance, Thriller            ",(2018),4.5,67
['8302512'],Anaganaga Oka Vullo,,Romance            ,(2018),,
['6980962'],An Audience of Chairs,93 min,Drama            ,(2018),5.8,137
['8388906'],Abattoir: The Foundation,,Thriller            ,,,
['12176596'],Ga qing shao nü,95 min,"Comedy, Family, Romance            ",(2018),,
['9165602'],Jungle.com,80 min,"Adventure, Drama            ",(2018),5.4,9
['4487076'],Memorias de un hombre en pijama,74 min,Animation            ,(2018),5.5,139
['8193772'],Sin Pepitas en la Lengua,87 min,Comedy            ,(2018),6.8,52
['8887736'],Bikya,95 min,"Comedy, Drama            ",(2018),4.3,137
['9327782'],Levantate Papito,,Comedy            ,(2018),,
['3515792'],CU Soon,90 min,"Horror, Thriller            ",(2018),8.1,36
['9232782'],Megszállottak,70 min,Drama            ,(2018),7.4,9
['22855064'],The Closed Ward,111 min,"Horror, Thriller            ",(2018),,
['8059026'],Amazing Titanman,99 min,Comedy            ,(2018),2.8,27
['9826126'],Scion,81 min,Thriller            , (2018),6.4,16
['4335916'],Swipe Left,101 min,Thriller            ,(II) (2018),6.8,5
['7699320'],Ankarajyathe Jimmanmar,129 min,Comedy            ,(2018),4.6,91
['7600760'],Salt Water,,Drama            , (2018),,
['8852388'],Tharuvatha Evaru,,Drama            ,(2018),,
['7933484'],Vous êtes jeunes vous êtes beaux,95 min,Drama            ,(2018),6.3,97
['8092932'],Ev Kira Semt Bizim,87 min,Comedy            ,(2018),4.8,372
['6217724'],Darkoob,91 min,Drama            ,(2018),5.7,838
['9447662'],Suspended Inspector Boro,100 min,"Action, Crime, Thriller            ",(2018),8.7,52
['5652992'],Mare di grano,82 min,Family            ,(2018),5.8,16
['7779524'],Zhan Du Xiao,85 min,"Action, Thriller, War            ",(2018),5.4,304
['5089932'],Somewhere Only We Know,90 min,Drama            , (2018),6.5,102
['1802533'],Then the Night Comes,120 min,"Drama, Horror, Thriller            ",(2018),6.3,18
['8857188'],Futatsu no Kino to Boku no Mirai,98 min,Drama            ,(2018),,
['8886552'],Rose,91 min,"Crime, Romance            ",(VII) (2018),6.7,10
['10166750'],DSPGaming: The Movie,,"Biography, Comedy, Drama            ",(2018),4.9,10
['6843652'],Fat Tuesday,79 min,Horror            ,(2018),5.1,27
['7005962'],"Moi, maman, ma mère et moi",85 min,"Comedy, Drama            ",(2018),5.1,30
['8143896'],Turning Point,142 min,"Action, Drama, Musical            ",(III) (2018),6.6,19
['7374824'],Amalia,73 min,Drama            , (2018),5.0,9
['6751670'],Love X Doc,113 min,"Comedy, Romance            ",(2018),4.5,24
['8166164'],Bee Nest,89 min,Comedy            ,(2018),4.7,477
['6977310'],Gracias por ser mi amigo,100 min,Family            ,(2018),7.3,6
['8900116'],For Molly,,Drama            ,(2018),7.4,9
['8959092'],Lakbayan,118 min,Drama            ,(2018),5.5,27
['8785018'],Aghora,,Horror            ,(2018),,
['7804672'],A Bad Penny,,Comedy            ,(2018),,
['7091956'],The Art of War,96 min,War            ,(2018),3.2,15
['2278050'],The Hunters' Club,105 min,"Action, Comedy, Thriller            ",(2018),4.5,101
['7520980'],Worth,84 min,Sport            , (2018),4.1,312
['8453188'],A Whale for Jonah,71 min,Drama            ,(2018),,
['7964104'],Aufbruch,103 min,"Drama, Romance            ",(2018),6.1,62
['8855888'],Lady Belladonna's Tales From The Inferno,93 min,Horror            ,(2018),5.9,43
['8755418'],Love's Water Drop,117 min,Romance            ,(2018),6.2,36
['8254312'],Mangalam,,Drama            ,(2018),5.9,15
['8550086'],Number 803,,,(2018),,
['8495156'],Walk in My Shoes,200 min,Drama            ,(2018),8.4,18
['4422886'],Boogeyman Pop,90 min,"Horror, Thriller            ",(2018),4.4,60
['13729466'],Kulfi,121 min,Drama            ,(2018),,
['7844060'],Lady in White,98 min,"Comedy, Drama            ",(2018),,
['5678896'],The Box,56 min,Thriller            , (2018),,
['5076504'],The Leather Coat,85 min,Drama            ,(2018),,
['10976326'],Lazania,80 min,Comedy            ,(2018),3.7,93
['7120368'],Vedanti,,"Mystery, Thriller            ",(2018),7.7,26
['3918784'],Mission,98 min,"Crime, Drama            ", (2018),,
['8336974'],Hovory s TGM,80 min,"Biography, Drama, History            ",(2018),6.4,160
['8561924'],Up Your Mother's,85 min,Drama            ,(2018),,
['7031656'],Apatride,114 min,Drama            ,(2018),6.5,23
['6157502'],Der letzte Mieter,97 min,"Drama, Thriller            ",(2018),6.7,125
['8302372'],Achamillai achamillai,,Drama            ,(2018),,
['11214498'],5 Rupees,,,(2018),,
['9657910'],Trileçe,104 min,History            ,(2018),4.9,44
['7282292'],As Núpcias de Drácula,65 min,"Fantasy, Horror, Romance            ",(2018),7.7,16
['6697640'],Ruth,120 min,"Biography, Romance            ",(III) (2018),6.3,253
['5934474'],The Bobby Roberts Project,,Comedy            ,(2018),,
['9037262'],Play,106 min,"Drama, Music            ",(VII) (2018),9.1,12
['9889918'],2 Friends,134 min,"Comedy, Drama, Romance            ",(2018),,
['7458798'],Un beau voyou,104 min,"Comedy, Drama            ",(2018),6.0,308
['7385782'],And There Were 4,86 min,"Action, Drama, Fantasy            ",(2018),4.2,59
['10165168'],Parade,87 min,"Comedy, Drama            ",(II) (2018),7.1,46
['10516126'],Nawab,,,(2018),,
['13980642'],Pure the movie series 2,152 min,Drama            ,(2018),6.8,6
['7675596'],Saki Achiga-hen episode of side-A,112 min,Drama            ,(2018),5.6,31
['8555576'],Shun Pong O,110 min,Romance            ,(2018),7.4,7
['10505558'],Tsukigime Otoko Tomodachi,78 min,"Drama, Romance            ",(2018),5.5,43
['9454494'],Midnight Dreamers,90 min,"Fantasy, Romance            ",(2018),8.0,9
['12805526'],Gravity of Love,102 min,"Romance, Comedy            ",(2018),4.7,19
['8309876'],Grim City,132 min,Thriller            ,(2018),,
['13953018'],Desamudurs,122 min,Comedy            ,(2018),5.8,6
['9315626'],Seda,83 min,Drama            ,(2018),9.0,6
['9390294'],"Vanilla, Strawberry & Chocolate",,Family            ,(2018),7.7,12
['8665556'],Party,157 min,"Comedy, Drama            ",(2018),8.5,9
['8665776'],Naa Love Story,122 min,Drama            ,(2018),6.8,6
['8244268'],Talan,104 min,"Drama, History            ",(2018),,
['9031490'],Ilha,94 min,Drama            ,(2018),7.0,79
['8971508'],Excellent Doctor from Hejian,,History            ,(2018),,
['10500444'],No. 1 Villa,,Horror            ,(2018),,
['10066396'],Dr Prasad c/o sitara,97 min,"Comedy, Horror, Thriller            ",(2018),,
['8337916'],Phaedra,96 min,"Drama, Horror, Thriller            ",(2018),4.5,36
['7881534'],Danger,,"Horror, Thriller            ",(2018),,
['4503112'],Bigfoot,,"Action, Horror            ", (2018),4.8,14
['8779730'],Les amoureux,46 min,Drama            ,(2018),7.4,10
['3463010'],Second Spring,81 min,Drama            ,(2018),7.4,11
['1703956'],Guitar Man,101 min,Drama            ,(2018),,
['10034236'],Super Sketch,119 min,Thriller            ,(2018),7.4,29
['8610794'],Sankashta Kara Ganapathi,116 min,"Comedy, Romance            ",(2018),6.6,168
['6039606'],Scraps,85 min,"Comedy, Drama            ",(2018),5.4,20
['7512582'],Detainee X,80 min,Drama            ,(2018),7.6,17
['9816636'],Koyver Gitsin,89 min,Comedy            ,(2018),4.1,25
['8785174'],Fenomen,96 min,Thriller            ,(2018),,
['6098482'],The Evil Tenant,97 min,Comedy            ,(2018),,
['1196939'],Gracie,71 min,"Drama, Fantasy, Mystery            ",(2018),6.5,41
['6914040'],Up in the Clouds the Movie,,Comedy            ,(2018),,
['8262118'],Antep Fistigi,104 min,Comedy            ,(2018),5.3,39
['10188148'],Kurokan,94 min,Horror            ,(2018),4.9,8
['5630030'],Shanda's River,90 min,"Horror, Thriller            ",(2018),4.6,459
['14462970'],Aavuj Reshe,145 min,Drama            ,(2018),6.4,143
['9125992'],Udumbara,118 min,"Drama, Sport            ",(2018),8.0,64
['7679322'],El Enigma Agustina,,Biography            ,(2018),8.4,11
['8184066'],Shestoy post,90 min,"Crime, Drama            ",(2018),7.4,9
['9045270'],Enigma,80 min,Drama            ,(III) (2018),6.4,38
['8178982'],Honeybee,109 min,"Adventure, Romance            ",(2018),,
['7705694'],Cruxman,125 min,"Action, Comedy, Family            ",(2018),6.8,10
['5596962'],Jahilya,94 min,Drama            ,(2018),5.3,37
['6805972'],Three Doors from Paradise,85 min,Drama            ,(2018),6.8,21
['7918174'],La Promesa,104 min,Family            ,(2018),4.0,15
['11126084'],Witch,91 min,Fantasy            ,(III) (2018),3.5,9
['9309570'],Uns,107 min,"Drama, Romance            ",(2018),,
['9269784'],Rosita,96 min,Drama            , (2018),6.0,14
['7379806'],Die Brücke,61 min,Drama            ,(2018),6.3,7
['8269378'],Laskovoe bezrazlichie mira,100 min,Drama            ,(2018),6.8,271
['7899260'],Tranquillo,71 min,Drama            ,(2018),6.1,34
['8665824'],Uronchondi,101 min,Drama            ,(2018),6.8,54
['15150348'],The Vendor,102 min,Comedy            ,(2018),,
['12354914'],The Shaman Sorceress,85 min,"Animation, Musical            ",(2018),5.5,31
['8167820'],O Sussurro do Jaguar,80 min,Drama            ,(2018),6.1,37
['8537630'],Delhi 47 KM,98 min,Drama            ,(2018),6.5,24
['8785408'],Içimdeki Hazine,105 min,"Action, Adventure, Thriller            ",(2018),5.6,17
['8949988'],Darius,85 min,"Action, Drama            ",(2018),7.2,13
['7853288'],Rudhiram,,,(2018),,
['9389748'],Kobro/Strzeminski. A Fantastic Tale,45 min,,(2018),,
['7827658'],Hua jia da ren zhuan nan hai,119 min,"Comedy, Drama            ",(2018),5.4,201
['8024730'],Jeunesse aux coeurs ardents,146 min,"Comedy, Drama            ",(2018),6.8,5
['9490150'],Tinchlik ortida,84 min,War            ,(2018),7.6,14
['9598566'],Ave Maria,74 min,Drama            ,(II) (2018),6.9,67
['8619848'],Golden Triangle Rescue,,,(2018),5.8,6
['5436698'],Kashmir Daily,148 min,"Drama, Thriller            ",(2018),7.3,25
['8066304'],Aalorukkam,124 min,Drama            ,(2018),6.5,133
['8266010'],El Motoarrebatador,93 min,"Crime, Drama            ",(2018),6.7,194
['9827712'],The First Time,90 min,Drama            ,(II) (2018),,
['7262474'],Raja Abroadiya,117 min,Romance            ,(2018),4.8,22
['8737938'],Dansa först,87 min,"Comedy, Drama, Music            ",(2018),5.4,348
['8917844'],Double Drive: Ookami no Okite,70 min,,(2018),,
['9404258'],Shubhalekha+lu,,Drama            ,(2018),6.8,61
['7399448'],Dil Maane Na,,Romance            ,(2018),,
['6921622'],The Devil Sits on Both Shoulders,47 min,"Action, Crime, Mystery            ",(2018),,
['6533838'],Deep End,90 min,"Drama, Romance, Sport            ",(2018),6.8,23
['5774888'],Truckbhar Swapna,128 min,Drama            ,(2018),6.1,20
['8512330'],Marubhoomiyile Mazhathullikal,104 min,Drama            ,(2018),3.7,7
['11289570'],Selfi,90 min,Romance            ,(2018),,
['10545446'],Swarna Khadgham,,"Action, Drama            ",(2018),,
['7933544'],Kaoticni Zivot Nade Kadic,85 min,"Comedy, Drama            ",(2018),6.7,100
['6654090'],Two Plains & a Fancy,89 min,Comedy            ,(2018),5.6,97
['9092040'],El otro verano,72 min,Drama            ,(2018),4.5,21
['8185442'],Koko wa taikutsu mukae ni kite,98 min,"Drama, Romance            ",(2018),5.2,71
['7688420'],"I Act, I Am",105 min,Drama            ,(2018),7.2,48
['7430788'],Gotya,132 min,"Drama, Family, Sport            ",(2018),,
['5141260'],60 Seconds 2 Die: 60 Seconds to Die 2,,Horror            ,(2018),4.3,190
['8762202'],Republic of Food,100 min,Comedy            ,(2018),7.5,6
['9010458'],Wander Bra,82 min,Comedy            ,(2018),6.2,14
['8852326'],Loudspeaker,108 min,Drama            ,(2018),,
['8427466'],Autograph,,Romance            ,(2018),,
['3343750'],Legion of Doom,120 min,"Comedy, Drama            ",(2018),5.3,11
['6778790'],Faces of Deceit,,Drama            ,(2018),6.0,30
['8660416'],Hed,92 min,Drama            ,(2018),6.8,37
['8017658'],Detective Dover,83 min,"Comedy, Crime            ",(2018),,
['7563942'],We Are So Cool,94 min,"Comedy, Drama            ",(2018),3.5,83
['7318582'],Frank Blue,74 min,Drama            ,(2018),5.9,25
['8396228'],Dubcek,92 min,"Drama, History            ",(2018),6.0,102
['6055538'],Vitello,72 min,"Animation, Adventure, Comedy            ",(2018),7.3,49
['7275212'],Bad Monsters,66 min,"Animation, Comedy, Horror            ",(2018),5.5,19
['9876022'],A Cidade dos Piratas,90 min,Animation            ,(2018),6.8,111
['7475880'],Kafka's Lovers,91 min,"Comedy, Drama, Romance            ",(2018),2.7,8
['7498026'],Unmasked,120 min,Drama            , (2018),7.1,35
['7634746'],Juanita,95 min,"Comedy, Drama            ",(2018),7.1,30
['8790694'],Amores de Chumbo,98 min,Drama            ,(2018),6.7,35
['8736994'],Frozen Sasquatch,73 min,Horror            ,(2018),3.0,101
['7020604'],Gangsters,64 min,"Crime, Drama            ", (2018),7.6,19
