id_film,titre_film,duree,genres_liste,date_sortie,utilisateur_note,nbre_utilisateur_note
['11591732'],Zvyozdy,97 min,"Comedy, Drama            ",(2018),5.4,16
['14687774'],The List,53 min,Drama            ,(VI) (2018),,
['6999338'],Yama Raja Siri,,"Drama, Fantasy            ",(2018),5.9,14
['16226146'],From Norway with Love,,,(2018),,
['8302256'],Graduation,82 min,"Drama, Family            ",(II) (2018),,
['10148772'],Indemnity,45 min,Thriller            ,(2018),,
['20249834'],Oronro,65 min,Drama            ,(2018),,
['12701030'],Valencia CF vs Real Betis Balompié,,Sport            ,(2018),,
['14189350'],Copper Sky,,Western            ,(2018),,
['8416844'],Papers XI,82 min,Comedy            ,(2018),,
['18937320'],The Groom,,Drama            ,(II) (2018),,
['10809470'],Womanhattan,59 min,Biography            ,(2018),,
['7758326'],Forget Love,90 min,Drama            ,(2018),,
['8376858'],Bigley's Revenge,93 min,Animation            ,(2018),,
['21375918'],Dorathy,,Drama            ,(2018),,
['9212672'],Luther - Ein Oratorium,,Music            ,(2018),,
['8545072'],Woken Terror,100 min,"Action, War            ",(2018),,
['21431854'],Nsaali,,Drama            ,(2018),,
['7646806'],Mindstate,115 min,Drama            ,(2018),,
['8096334'],3 The Movie,,Thriller            ,(2018),,
['7418388'],Hinter die Spiagl,73 min,"Comedy, Fantasy            ",(2018),,
['7842626'],Scorpio Month,,Mystery            ,(2018),,
['10779152'],A Royal Love Extended,,Drama            ,(2018),,
['11203516'],The Nandi Bear Tenants: The Movie,70 min,Animation            ,(2018),,
['11296136'],Tottenham Hotspur Football Club vs Fulham F.C.,90 min,Action            ,(2018),,
['8350564'],Streets: Los Angeles,,Fantasy            ,(2018),,
['9174414'],Jagath Kiladi,,Drama            ,(2018),,
['13195416'],Eve,,Musical            ,(VI) (2018),,
['14182920'],Raja Returns,,"Comedy, Romance            ",(2018),,
['9023604'],Food for Thought,,Comedy            ,(II) (2018),,
['7803646'],AfterAffects,,Drama            ,(2018),,
['16970548'],Truth of Change,,Drama            ,(2018),,
['16547712'],Chosmay Lege Thaka Bhalobasha,,,(2018),,
['6946008'],Mission: The Apocalypse,,Action            ,(2018),,
['10462212'],Doug Mellard: Fart Safari 2: Fart Harder,,Comedy            ,(2018),,
['11850926'],Raju Gentleman,135 min,Drama            ,(2018),,
['12622258'],Brexit to be or not to be,,News            ,(2018),,
['10794936'],Liverpool vs Everton,90 min,,(2018),,
['8462028'],Scrapped,,Horror            ,(2018),,
['8522432'],Is College Worth It? Tom Woods and Stefan Molyneux,62 min,"News, Talk-Show            ",(2018),,
['7161592'],Okzident,64 min,Drama            ,(2018),,
['9027454'],The Underdog,93 min,"Crime, Drama, Thriller            ",(III) (2018),,
['15403710'],Fuskjakt i Lillköping,103 min,Animation            ,(2018),,
['13236652'],Villain,88 min,Horror            ,(IV) (2018),,
['7540202'],Tesla,,"Mystery, Thriller            ",(2018),,
['9085536'],SYD. Effects that aren't special anymore,65 min,"Comedy, Drama, Horror            ",(2018),,
['10467342'],The Family,,,(2018),,
['8355868'],The Last,90 min,"Drama, Horror, Thriller            ",(2018),,
['9357330'],The Letting Go,300 min,Music            ,(2018),,
['6260610'],La bola dorada,77 min,Family            ,(2018),,
['8451186'],Jionde Aan,,Thriller            ,(2018),,
['7589322'],Tender Embers,94 min,"Drama, History            ",(2018),,
['10018116'],Stage 3,90 min,Action            ,(2018),,
['9049816'],She's a very nice lady kaléidoscopique,85 min,,(2018),,
['10794758'],Liverpool vs Stoke City,90 min,,(2018),,
['14538640'],Ta mort en short(s),54 min,Animation            ,(2018),,
['22480864'],Two Ways,,Drama            ,(2018),,
['8657600'],Gallero De Corazon,108 min,"Adventure, Drama            ",(2018),7.4,7
['8662598'],World's Biggest,109 min,Comedy            ,(2018),,
['16267722'],Nwanyioma,,Drama            ,(2018),,
['9252926'],The simple life,,Animation            ,(2018),,
['9174862'],Endohell Terminus,60 min,Horror            ,(2018),,
['20836124'],Weekend Episode 13,,Music            ,(2018),,
['5360894'],Last Days of Mortal Entity,85 min,"Adventure, Drama            ",(2018),,
['11508444'],Baanjh,72 min,Family            ,(2018),,
['11736952'],Coco's,,Drama            ,(2018),,
['19495476'],Tomb Phantom,84 min,"Horror, Thriller            ",(2018),,
['11535212'],Les Lions de Cannes 2018: Les meilleures publicités au monde,100 min,,(2018),,
['7198636'],Martin og Bedstefar i Jullerup Færgeby,85 min,"Adventure, Comedy, Family            ",(2018),,
['10474380'],Souq Al Jumma,,,(2018),,
['9085374'],Light Years,193 min,,(2018),,
['8902502'],Coffee Black,54 min,Drama            ,(2018),,
['8948014'],Dao Meng Mei Ying,,Mystery            ,(2018),,
['7216550'],The Unaccompanied Runaways,96 min,"Drama, Thriller            ",(2018),,
['13746156'],Santakavi Kanakadasara Ramadhanya,143 min,History            ,(2018),,
['9391526'],Je suis une vendetta,58 min,,(2018),,
['8531242'],Encroach,87 min,Horror            ,(2018),,
['11085980'],"Liu A, Sing A, and Bi Hong",49 min,Drama            ,(2018),,
['14246348'],The Making of a Super Car,,,(2018),,
['10794694'],Liverpool vs Watford,90 min,,(2018),,
['10917434'],Yêu Em Tu Khi Nào,74 min,"Comedy, Romance            ",(2018),,
['8480982'],The Motorbike aka Motorut,83 min,"Drama, Romance            ",(2018),6.1,19
['10499460'],Deadly Treasure,,,(2018),,
['8612190'],Horizontes,,Drama            ,(2018),,
['21244702'],MULT v kino. Vypusk # 82,47 min,Animation            ,(2018),,
['7801886'],The Splinter Palace,,"Comedy, Drama            ",(2018),,
['7856824'],Marketing Girls,,Drama            ,(2018),,
['8715784'],Turrones-Los hijos se marchan,,,(2018),,
['7878412'],Did I,,Mystery            ,(2018),,
['11016580'],Portal dos Sonhos,90 min,Drama            ,(2018),,
['13045048'],Thread of Love,,Family            ,(2018),,
['19799738'],Legends of the Squared Cricle: Bobby Jaggers Volume 1,117 min,Sport            ,(2018),,
['5648812'],Looking Forward: 2016,,Comedy            ,(2018),,
['19886396'],Save Tomorrow,,Drama            ,(2018),,
['8706846'],Ronco rumor remoto,74 min,Drama            ,(2018),6.9,8
['8802876'],It Was Supposed to Be a Love Story,56 min,Comedy            ,(2018),,
['18969100'],Teja,,Family            ,(2018),,
['8359536'],Love I Guess,,Comedy            ,(2018),,
['8663618'],The Joel D. Wynkoop Action Pack,120 min,Action            ,(2018),,
['9685592'],Rojin Farm,82 min,Drama            ,(2018),,
['10747000'],Lil' Kleine: Alleen Tour,,Music            ,(2018),,
['2368535'],A Breath to Survive,80 min,Drama            ,,8.3,19
['4330076'],The Dark Figure,,Horror            ,(2018),,
['21852412'],Chameleon,,Drama            ,(VII) (2018),,
['7825984'],In Search of Fortune: Chercher de l'Argent,,Drama            ,(2018),,
['18122192'],Honto Ni Atta! Noroi No Video: BEST10,81 min,Horror            ,(2018),,
['10928090'],The note,,Drama            ,(2018),,
['8041268'],Hell's Nest,,Horror            ,(2018),,
['9062592'],Já é tarde,81 min,Drama            ,(2018),,
['6598206'],The Hidden Dove,107 min,"Action, Drama            ",(2018),7.2,13
['1774374'],Finding Josef,100 min,Drama            ,(2018),7.2,10
['9461156'],N.O.N.,100 min,Comedy            ,(2018),,
['11371464'],Ren ai izonsyou no onna,199 min,Romance            ,(2018),,
['9277092'],Studio 251,76 min,Drama            ,(2018),,
['7669258'],Po xiao lie ren - Zhui lie,112 min,"Mystery, War            ",(2018),,
['22460520'],Me-Nah,,Drama            ,(2018),,
['3292576'],Hawkbite,90 min,"Comedy, Horror            ",(2018),,
['10473402'],Better Man,,,(2018),,
['8118598'],Good Luck With That,,Comedy            ,(2018),,
['10473464'],Winter in my heart,,,(2018),,
['9239610'],Johnny Taylor: Bummin' with the Devil,,Comedy            ,(2018),,
['11429228'],Manoeuvres,46 min,Thriller            ,(2018),,
['7228564'],Pulse 4514,80 min,Fantasy            ,(2018),,
['8750420'],Seligo II Venari,56 min,"Comedy, Horror            ",(2018),,
['13821088'],Qalb Aswad,,Horror            ,(2018),,
['12242534'],A Ghost in Corsets,83 min,Comedy            ,(2018),,
['8227144'],Boîte Box,135 min,,(2018),,
['7228210'],Being Joe,,Drama            ,(2018),,
['14236344'],The Captain: Legends Begin,50 min,Comedy            ,(2018),,
['10473396'],The Unrepentant Youth,,,(2018),,
['7654230'],Falling In Love,,Romance            ,(2018),,
['9204566'],The Suspect Said,104 min,"Crime, Drama            ",(2018),,
['10500326'],Ignacio de Loyola,,,(2018),,
['11157552'],Mohabbat Mith Lagela,121 min,Drama            ,(2018),,
['8586270'],Giovanni Allevi - Equilibrium: the film concert,,Music            ,(2018),,
['10462818'],Life is a Belief,,,(2018),,
['8661308'],Showmen'z UnRest,58 min,Horror            ,(2018),5.6,8
['6664778'],Movies: Mr. Fukyô vs eiga-tachi,94 min,"Comedy, Fantasy            ",(2018),,
['10423600'],Super Luigi Thunder: The First Epic Movie,54 min,Comedy            ,(2018),,
['7422248'],Consecutio,,Drama            ,(2018),,
['12492612'],A fight to live 3,,Drama            ,(2018),,
['10406518'],Management Gaps,52 min,Comedy            ,(2018),,
['22819394'],A Good Time to Divorce,,Drama            ,(2018),,
['15858464'],A Rose for Freddy,101 min,Drama            ,(2018),,
['6843832'],Silent Reading,,Drama            ,(2018),,
['8806876'],Richard Lester in Conversation,59 min,,(2018),,
['7765972'],Loan Me a Dime,110 min,Drama            ,(2018),,
['6825276'],First Crime Out,,Crime            ,(2018),,
['12671380'],Barcelona vs Real Betis,,Sport            ,(2018),,
['8241112'],#Bodygoals,,Comedy            ,(2018),,
['10816064'],A Summer in Avignon,67 min,Drama            ,(II) (2018),,
['10499500'],No Choice,,,(III) (2018),,
['10443690'],Battle of Tortoise and Rabbit,,,(2018),,
['12701250'],CD Leganés vs RCD Espanyol Barcelona,,Action            ,(2018),,
['11020274'],You Make My Life Beautiful,,"Musical, Romance            ",(2018),,
['9043260'],Aloes,90 min,Drama            ,(2018),,
['8521964'],American Male,46 min,Crime            ,(2018),7.6,16
['9537320'],Paradesi C/o London,,Comedy            ,(2018),,
['6349036'],MountAlien,,"Action, Drama, Horror            ",(2018),,
['8983026'],Hai shang cheng shi,81 min,Drama            ,(2018),3.8,10
['7958028'],Break-In on Bell Street,48 min,"Drama, Horror            ",(2018),,
['7857470'],Fish-Nets,,Romance            ,(2018),,
['10984940'],Werewolf Fatal,,Action            ,(2018),,
['18777564'],Wildfire Vol 1: Tommy Rich,142 min,Action            ,(2018),,
['16533210'],Bedroom Points,,"Comedy, Romance            ",(2018),,
['8387526'],Mahserin Üç Delisi,,"Action, Comedy            ",(2018),,
['10520992'],Rock Kid,,,(2018),,
['8942174'],I nostri giorni dopo,75 min,Drama            ,(2018),,
['8023250'],La vita dopo,,Comedy            ,(2018),,
['17737914'],Weakness,71 min,Drama            ,(2018),,
['10521342'],Roh London: La Bayadere,,,(2018),,
['8749552'],Bhoot Junction,,Horror            ,(2018),,
['10477214'],United,47 min,Drama            ,(2018),,
['4736184'],Ninguém É Perfeito,45 min,Biography            ,(2018),,
['9233534'],On a Knife's Edge: London's Knife Crime Emergency,,,(2018),,
['9584718'],7:00 AM,,Sci-Fi            ,(2018),,
['8530808'],Pierrot,76 min,"Drama, Fantasy, Music            ",(II) (2018),,
['8070936'],"WESTERNIZED KOREANESS= HYBRIDIZATION AND, LOVE.",88 min,"Comedy, Romance            ",(2018),,
['13913478'],Towards a Six-Dimensional Cinema,60 min,,(2018),,
['10281564'],Il codice del babbuino,,"Crime, Drama, Thriller            ",(2018),7.1,19
['9635260'],News From Fukushima: Meditation on an Under-Reported Catastrophe by a Poet,75 min,Drama            ,(2018),,
['8307484'],Frankly Landscaping,,,(2018),,
['6930618'],Rapiscimi,90 min,Adventure            ,(2018),5.4,5
['7755880'],The Tutor II: League of Kings,86 min,"Action, Adventure, Fantasy            ",(2018),,
['12670844'],Corey and Tony Bulldog: Just Deal with It,,Comedy            ,(2018),,
['10505032'],When Ge Sanghua Opened,,,(2018),,
['21990070'],Envoye-S,,,(2018),,
['6296802'],Un par de plomazos,,,(2018),,
['8721456'],Vagon,,"Horror, Thriller            ",(2018),,
['7671922'],Dolphinprotocol,,Action            ,(2018),,
['7934790'],Reefer Lake,,Horror            ,(2018),,
['19515074'],1992 Memphis Yearbook Volume 1,140 min,Sport            ,(2018),,
['14330892'],Monagat AlNafs,,Drama            ,(2018),,
['17762206'],Ire's Ire,,Drama            ,(2018),,
['5777330'],"The Adventures of the Fatbat Episode III: Queen of the City, Part I: The Fall of Gotham",137 min,Comedy            ,(2018),,
['8019426'],Baby K,64 min,Comedy            ,(2018),,
['12701216'],CD Leganés vs SD Eibar,,Action            ,(2018),,
['8278168'],Celebrate,,"Action, Comedy            ",(2018),,
['11148860'],For One of Us,125 min,"Drama, History            ",(2018),,
['9067270'],Illegal Being,87 min,"Drama, Romance, Sci-Fi            ",(2018),7.7,13
['6688960'],The Adventures of Shadow and Ally,,"Animation, Family            ",(2018),,
['8354064'],Tais & Taiane,116 min,"Adventure, Drama, Family            ",(2018),,
['10809846'],Love Conquers All,,,(2018),,
['20918860'],Forever Holiday,82 min,Action            ,(2018),,
['12930554'],Clip: Freundschaft: Jungs vs Mädchen,,Comedy            ,(2018),,
['12531726'],Yu xin he ren,108 min,Romance            ,(2018),7.3,12
['12701042'],Real Betis Balompié vs Levante UD,,Sport            ,(2018),,
['8499816'],Pierrot,77 min,"Fantasy, Music, Mystery            ", (2018),,
['19899582'],The Know,,Horror            ,(2018),,
['10794750'],Manchester United vs West Bromwich Albion,90 min,Sport            ,(2018),,
['7081800'],The Anarchist's Playground,95 min,Action            ,(2018),,
['12491528'],A fight to live 2,,Drama            ,(2018),,
['13328214'],"Now, It's Tomorrow",49 min,"Comedy, Drama, Romance            ",(2018),,
['10453352'],Travel Now! The Bottom of the Frog,,,(2018),,
['10794870'],Burnley Football Club vs Manchester United,90 min,,(2018),,
['13460184'],Malegala,114 min,Horror            ,(2018),,
['10881044'],Christmas With the Inlaws 2,120 min,Comedy            ,(2018),,
['10820360'],Santa Barbara Yacht Club presents the Harbor 20 East West Regatta,,Sport            ,(2018),,
['8998618'],6 meglio di me,88 min,"Comedy, Family, Romance            ",(2018),,
['11296244'],Tottenham Hotspur Football Club vs Huddersfield Town A.F.C.,90 min,Action            ,(2018),,
['8890448'],By Mammali an Indian,,"Drama, Family            ",(2018),,
['9318670'],Tunturu,112 min,Thriller            ,(2018),7.0,10
['13529624'],Spanish Copa del Rey Fifth Round Celta Vigo vs Barcelona,,Sport            ,(2018),,
['14242678'],The Right Path,60 min,Drama            ,(2018),,
['7513170'],Last Rain,,"Drama, Romance            ",(2018),,
['8478052'],Phoenix,69 min,"Fantasy, Romance, Sci-Fi            ",(II) (2018),,
['8169450'],The Racket,86 min,Comedy            ,(2018),,
['9367892'],You Can't Be Serious!: Lost In New York,94 min,Comedy            ,(2018),,
['8093912'],Carolina Ballet Theatre Presents 'The Nutcracker',,"Fantasy, Music, Musical            ",(2018),,
['8082616'],Rose Day,,"Drama, Musical            ",(2018),,
['8721336'],Bir Salak Iki Avanak,110 min,,(2018),,
['8618714'],Gary and the Underworld,70 min,"Drama, Fantasy, Horror            ",(2018),,
['7292926'],Right Now a Moment,64 min,Drama            ,(2018),,
['14894964'],My One and Only Wife,82 min,Drama            ,(2018),,
['8535732'],Kokuchô no himitsu,87 min,"Drama, Mystery            ",(2018),,
['8838868'],Rasskazhite o sebe,105 min,"Biography, Drama            ",(2018),,
['7449238'],All 2Gether Now,,Comedy            ,(2018),,
['7421782'],Very Good,,Family            ,(2018),,
['16266626'],Ibukun,76 min,Romance            ,(2018),,
['8450892'],Watching Aiden,50 min,Drama            ,(2018),,
['7569862'],Tears of July,92 min,Drama            ,(2018),,
['9569732'],Jackie and the Genie,120 min,Fantasy            ,(2018),,
['8447926'],You Are Never Alone,,Thriller            ,(2018),,
['11274680'],Clear the Saloon,,Western            ,(2018),,
['8302022'],El silencio a gritos,61 min,Drama            ,(2018),2.9,20
['19858186'],"Goodbye, My Bai",,Comedy            ,(2018),,
['4660318'],Proof Film,,Drama            ,(2018),,
['11486894'],Speed: A Sonic the Hedgehog Movie,122 min,"Action, Adventure, Comedy            ",(2018),,
['9479452'],Other People's Music,92 min,Horror            ,(II) (2018),,
['14953982'],The Dazzle of the Midday Moon,,Drama            ,(2018),,
['9225412'],Nashi and Mira,,Action            ,(2018),,
['8991330'],Seoul Subscriber,73 min,Drama            ,(2018),,
['10404798'],Mitologia 2,77 min,Drama            ,(2018),,
['10415714'],Tension Thai Gayu,131 min,"Comedy, Drama            ",(2018),,
['7518742'],Ek Ke Upar Do,120 min,"Comedy, Romance            ",(2018),,
['9903952'],BADMEN (with a good behavior),87 min,"Comedy, Horror            ",(2018),7.0,10
['8639506'],Da Dealership,90 min,Comedy            ,(2018),,
['7646716'],Ikizuku,130 min,Drama            ,(2018),,
['7915130'],Bryan Mullins's Everything to Be Honest,,History            ,(2018),,
['8354710'],Tour Without End,92 min,Comedy            ,(2018),,
['10453418'],Hope of Road,,,(2018),,
['10794760'],Manchester United vs Arsenal,90 min,,(2018),,
['8523126'],Cano,81 min,Drama            ,(2018),6.0,7
['8634318'],The Divine Narrative Must Be Followed Eternal,50 min,Mystery            ,(2018),,
['8289664'],Khelechi Aajgubi,,Comedy            ,(2018),4.0,7
['6501934'],Izolyatsiya,51 min,"Adventure, Drama, Thriller            ",(2018),,
['10505478'],Omniyat Omri,,,(2018),,
['14583940'],Máscara Vermelha,,Action            ,(2018),,
['8785062'],"Claude François, le dernier pharaon",,Biography            ,(2018),,
['12743546'],Mr LLB,127 min,Comedy            ,(2018),,
['11020280'],The Princess Dress,,Drama            ,(2018),,
['21436090'],The Greatest Thing,,Romance            ,(2018),,
['10052452'],Jeremiah's Woods,83 min,"Comedy, Horror            ",(2018),,
['10474528'],Counterespionage,,,(2018),,
['10515250'],"Tal Mãe, Tal Filha",,,(2018),,
['11611364'],Xolomeo y Pitbulieta,,"Comedy, Drama            ",(2018),,
['7368790'],UnExpected Reasons,,"Drama, Thriller            ",(2018),8.7,9
['10505466'],Highway 33,,,(2018),,
['5815216'],37,,"Drama, Romance, Thriller            ",(2018),,
['13136008'],LeShem Shenuy,135 min,Comedy            ,(2018),,
['11644880'],Identity,,Horror            ,(VIII) (2018),,
['10515548'],Na stojaka v kine,,,(2018),5.0,10
['6812842'],Uribo,66 min,"Drama, Family            ",(2018),,
['10980824'],Zaijian zaijian,74 min,"Comedy, Romance            ",(2018),,
['9882054'],Schwarzer Garten,51 min,"Horror, Mystery            ",(2018),2.8,7
['13551400'],Youthful Jiggly Panic!? 2nd O Airi Shima,90 min,Reality-TV            ,(2018),,
['4132330'],Derailed by Grace,94 min,Thriller            ,(2018),,
['15298026'],The Waiting Room,52 min,Fantasy            ,(IV) (2018),,
['10628132'],Love story in XiangXi,99 min,Drama            ,(2018),,
['10541096'],Bosc,84 min,"Drama, Mystery, Thriller            ",(2018),,
['8222812'],JacobMarc26: The Movie,89 min,"Animation, Action            ",(2018),,
['8917522'],Debt,95 min,Drama            ,(II) (2018),,
['10637886'],"Elsewhere, TX",84 min,Western            ,(2018),,
['4651560'],The Haunted Hand,,"Comedy, Horror            ",(2018),,
['15304042'],The Contract,33 min,Action            ,(VII) (2018),,
['10217452'],Ghostmist Island,86 min,"Crime, Mystery            ",(2018),,
['16732394'],Come Incontrai Euripide,51 min,Comedy            ,(2018),,
['21880028'],Behind,,Drama            , (2018),,
['19799710'],Best of the Sheik Volume 1,213 min,Sport            ,(2018),,
['10212512'],Bedaad,116 min,"Crime, Thriller            ",(2018),,
['22862904'],Ijangg,,Drama            ,(2018),,
['12492582'],Solo,,Drama            ,(IX) (2018),,
['21627820'],Shabiusi,200 min,"Drama, Horror, Romance            ",(2018),,
['18566696'],A Step Too Far,,Drama            ,(2018),,
['8620110'],Jai Shree Daam,100 min,Comedy            ,(2018),,
['8848900'],Pet Departures,106 min,Romance            ,(2018),,
['13640390'],Princess the Secret Service Part 2,,"Action, Fantasy            ",(2018),,
['7916268'],Long Nights,,,(2018),,
['9089930'],A Cure for Kyle,60 min,Drama            ,(2018),,
['16425780'],"The History of the Mississippi River - The Legends, Legacy & Lore!",65 min,History            ,(2018),,
['8789666'],Humanity,88 min,Drama            ,(II) (2018),,
['8817278'],Il mare di Gabriele,52 min,Biography            ,(2018),,
['8598552'],Happy Mail,85 min,"Drama, Romance            ",(2018),,
['9332608'],Papas,152 min,Drama            ,(2018),,
['7281714'],Beyond the Sphere of Reasonable Doubt,240 min,"Adventure, Comedy            ",(2018),,
['16258106'],Mahtab,86 min,Mystery            ,(2018),,
['10985132'],Thangka: Painted Visions of Tibet,45 min,,(2018),,
['15139684'],Out4Blood,80 min,Horror            ,(2018),,
['9314712'],"Fire Fox Tochionger Seven, the Movie: King of Hell",60 min,Fantasy            ,(2018),,
['8396326'],Lalluram,,Drama            ,(2018),,
['8521424'],"Xtra, Xtra: Read All About It",,Musical            ,(2018),,
['9198994'],"Spies, Incorporated: Night of the Harem Tent",66 min,"Action, Mystery, Thriller            ",(2018),,
['9444718'],Set me Free,,,(2018),,
['10794480'],Tottenham Hotspur vs Huddersfield Town,90 min,Sport            ,(2018),,
['20864700'],Hannatu,,Drama            ,(2018),,
['9422984'],Jerry Trimble Jr. Presentation,,Talk-Show            ,(2018),,
['8856456'],Pugilistica the Movie,75 min,Sport            ,(2018),,
['9071108'],The Mouse in The Bread,66 min,Drama            ,(2018),7.1,11
['11739316'],River of Pearls,,Drama            ,(2018),,
['11202454'],EFG Live @ W Hollywood,82 min,Music            ,(2018),,
['9129264'],28 Jours,,,(2018),,
['10135120'],IJK - Johnny & June,,Music            ,(2018),,
['6087672'],The Bluesh Planet,,Comedy            ,(2018),,
['13664520'],Colégio Interno - A Esquecida Chatflix,,Adventure            ,(2018),,
['19515488'],Barry Owens Presents Portland Wrestling Vol 5,137 min,Sport            ,(2018),,
['10794924'],Southampton vs Watford,90 min,,(2018),,
['8521766'],Zombie GRRL,123 min,Horror            ,(2018),,
['11781900'],Aakdan bhuladu,267 min,Romance            ,(2018),,
['8785164'],Yari Yol,,"Action, Drama, Romance            ",(2018),,
['8559998'],Pop Singer,70 min,Comedy            ,(2018),,
['7343138'],Vengeful Love,59 min,Drama            ,(2018),,
['11547120'],Send Me Out,85 min,Drama            ,(2018),,
['17542644'],Mad City,107 min,,(2018),,
['10473372'],Two Tales,,,(2018),,
['8240080'],Rixxo Xové Tours the Earth,,Adventure            ,(2018),,
['12701000'],Villarreal CF vs Real Betis Balompié,,Sport            ,(2018),,
['9758582'],Wake Me Up,45 min,Drama            ,(II) (2018),6.1,45
['7817018'],De'Vyne,120 min,Drama            ,(2018),,
['9291476'],Welcome to the Strange,61 min,Horror            ,(2018),,
['9068710'],Anybodies Game,120 min,Comedy            ,(2018),,
['21303070'],Mariya,,Drama            ,(2018),,
['10702530'],Walking in Your Shoes,,Drama            ,(2018),,
['21343880'],RiffTrax: Spiker,,"Comedy, Sport            ",(2018),7.5,10
['8800128'],Hafiz,,"Drama, Horror, Thriller            ",(2018),,
['9053958'],Brothers,,Action            ,(VI) (2018),,
['8433742'],Le Malentendu,,Drama            ,(2018),,
['8617496'],O Capiau Contra o Diabo,54 min,Horror            ,(2018),4.7,7
['8244708'],Alles Goed: From Gunung Kidul to Europe,100 min,"Biography, Comedy, Drama            ",(2018),,
['11975800'],H20: Hardcore Halloween,,Sport            ,(2018),,
['7963186'],Wicchi fuwicchi,78 min,,(2018),,
['9023974'],Milk and Strawberries,,Mystery            ,(2018),,
['11157264'],Kaise Kahi Kehuse Pyaar Ba,152 min,Drama            ,(2018),,
['16420446'],Magdalene,,Drama            ,(II) (2018),,
['19115984'],The Hustle Is Real,89 min,Drama            ,(2018),,
['13244106'],Ice Cream Cups Learning and Playing Fun for Kids,,Animation            ,(2018),,
['7948858'],For One Human Soul: A Struggle Within,62 min,Mystery            ,(2018),,
['8939168'],Tiancai J zhi mi ti li de daojishí,75 min,Sci-Fi            ,(2018),,
['7616220'],To Patch a Broken Star,,Fantasy            ,(2018),,
['17345914'],Recession Blues,,Drama            ,(2018),,
['7819598'],Rajja Rani,138 min,Romance            ,(2018),7.7,26
['7981452'],Kvnshchiki,125 min,"Comedy, Drama            ",(2018),6.7,77
['9012576'],Help,110 min,Thriller            ,(IV) (2018),,
['8123800'],MANTR: A Positive Vibration,78 min,"Drama, Family            ",(2018),,
['8979816'],The Tales of Chandrabati,105 min,"Drama, History            ",(2018),,
['7129456'],Talk with Me,,"Comedy, Thriller            ",(2018),,
['12392738'],Song of Love I Can't Help,,Romance            ,(2018),,
['7400874'],Alone: The Sicarius Games,,Thriller            ,(2018),,
['21332410'],The death of Spider-Man,84 min,Drama            ,(2018),,
['7966168'],Good Friday,,Crime            ,(2018),,
['7870592'],Rise of the Zombie Dolls,54 min,Horror            ,(2018),2.1,26
['10508594'],The Universe Of One's Own,,,(2018),,
['9332892'],Meno male che c'è il mare,,Comedy            ,(2018),,
['9179274'],Halloween in Hertford,124 min,Comedy            ,(2018),,
['7891964'],Mechs,,Animation            ,(2018),,
['11512500'],Delhi to Lahore,,Action            ,(2018),,
['10404228'],Mitologia 1,83 min,Drama            ,(2018),,
['8436912'],TRADERS,,Action            ,(2018),,
['6010972'],Electricity,,"Drama, Romance            ", (2018),,
['22045524'],Simfonija globine,55 min,Adventure            ,(2018),,
['6923442'],Boulevards and Avenues,88 min,Drama            ,(2018),,
['10160694'],Allegiance to Broadway,,,(2018),,
['21227812'],I'm Not Here,140 min,Drama            ,(2018),,
['13082412'],Ou est l'espoir?,,Drama            ,(2018),,
['6160510'],Outside of Darkness,,Horror            ,(2018),,
['10829676'],A Conversation with Hazel Henderson,71 min,Biography            ,(2018),,
['8991320'],Bitches,97 min,"Drama, Family, Thriller            ",(2018),,
['23628024'],Take Me,,Drama            ,(III) (2018),,
['9036072'],Larmes en cendre,,Drama            ,(2018),,
['9511816'],Armando Trovajoli: Cent'anni di musica,90 min,"Biography, Music            ",(2018),,
['5094932'],Nolan Equation,105 min,"Crime, Drama, Mystery            ",(2018),,
['10525480'],The Dependence,90 min,Drama            ,(2018),,
['20449384'],The Quest,57 min,Drama            ,(III) (2018),,
['8106912'],The Unofficials,99 min,Mystery            ,(2018),,
['18280248'],Young Mom,80 min,Romance            ,(2018),,
['8205982'],Shattered,,"Horror, Mystery            ",(III) (2018),,
['8870948'],The Bolshoi Ballet: Live From Moscow - Coppélia,165 min,Comedy            ,(2018),,
['9144712'],Jack Boiz The Movie,92 min,"Action, Crime, Drama            ",(2018),,
['9842704'],Star Wars: Literacy Strikes Back,51 min,Fantasy            ,(2018),,
['8272052'],Weilai de ni,88 min,"Fantasy, Romance            ",(2018),,
['9330490'],Manea,,"Drama, Fantasy            ",(2018),,
['7675430'],Fracciones,75 min,Drama            ,(2018),,
['3681378'],Autumn Castle,,"Drama, Romance            ",(2018),,
['10352596'],Elegy: GTA USA Gun Homicides,,Animation            ,(2018),,
['5439706'],The Unit,72 min,Comedy            ,(2018),,
['10352596'],Elegy: GTA USA Gun Homicides,,Animation            ,(2018),,
['5439706'],The Unit,72 min,Comedy            ,(2018),,
['13568988'],Temperamental II,,Action            ,(2018),,
['9678882'],Yellow in the Blue,45 min,Drama            ,(2018),,
['18723496'],Goods' Diary,,"Crime, Thriller            ",(2018),,
['22037252'],Agwaetiti Obiuto,,Drama            ,(2018),,
['8986056'],Saving Ayra Ali Khan,45 min,"Comedy, Drama, Family            ",(2018),,
['8458196'],Youth Future,132 min,Drama            ,(2018),,
['22050480'],Nyasaland,,Drama            ,(2018),,
['13708254'],Amavase,118 min,Drama            ,(2018),,
['7853304'],Babala Bagotham,,,(2018),,
['12105546'],Square,78 min,Drama            ,(2018),,
['15167768'],Ji Nan Zhi Di,,,(2018),,
